timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration_sec,flag,label
2026-05-01 06:00:16,192.168.1.11,192.168.1.100,51415,80,TCP,2988,2629,64,51.21,PSH-ACK,normal
2026-05-01 06:00:27,192.168.1.14,192.168.1.100,58532,143,TCP,2569,926,77,26.85,PSH-ACK,normal
2026-05-01 06:00:28,192.168.1.12,192.168.1.200,57354,587,TCP,1204,4343,75,115.99,PSH-ACK,normal
2026-05-01 06:00:35,192.168.1.12,203.0.113.5,51174,25,TCP,2413,3153,10,3.07,ACK,normal
2026-05-01 06:00:54,203.0.113.5,192.168.1.14,52438,3306,TCP,1438,1787,55,110.12,ACK,normal
2026-05-01 06:01:13,198.51.100.45,192.168.1.14,58999,993,TCP,566,1348,59,91.56,PSH-ACK,normal
2026-05-01 06:01:21,192.168.1.14,192.168.1.200,55214,143,TCP,813,2664,79,49.74,FIN,normal
2026-05-01 06:01:22,192.168.1.10,203.0.113.5,55830,53,TCP,2586,807,65,10.04,ACK,normal
2026-05-01 06:01:42,192.168.1.14,192.168.1.100,49737,8080,TCP,1687,1302,13,50.33,FIN,normal
2026-05-01 06:01:45,192.168.1.13,198.51.100.45,62938,3306,TCP,1700,4997,80,68.73,PSH-ACK,normal
2026-05-01 06:01:51,192.168.1.11,203.0.113.80,58309,3306,TCP,760,1905,14,0.39,FIN,normal
2026-05-01 06:01:51,192.168.1.13,192.168.1.200,58015,3306,TCP,1989,549,60,21.23,ACK,normal
2026-05-01 06:01:58,192.168.1.13,192.168.1.100,64307,587,TCP,2314,2631,4,28.97,FIN,normal
2026-05-01 06:02:05,192.168.1.12,203.0.113.80,56462,53,TCP,812,1415,26,62.65,SYN-ACK,normal
2026-05-01 06:02:33,192.168.1.12,203.0.113.80,55292,8080,TCP,2388,3291,77,14.03,FIN,normal
2026-05-01 06:02:35,192.168.1.14,192.168.1.200,55922,993,TCP,2573,1240,27,96.65,FIN,normal
2026-05-01 06:02:44,192.168.1.10,192.168.1.200,58415,110,TCP,2760,4830,9,99.08,FIN,normal
2026-05-01 06:02:54,192.168.1.14,198.51.100.20,53717,3306,TCP,2623,2170,66,55.97,ACK,normal
2026-05-01 06:02:55,203.0.113.5,192.168.1.13,61193,993,TCP,795,2701,63,62.44,SYN-ACK,normal
2026-05-01 06:03:10,192.168.1.11,198.51.100.20,54604,25,TCP,359,2261,42,104.01,PSH-ACK,normal
2026-05-01 06:03:10,192.168.1.11,192.168.1.200,61178,443,TCP,2059,4705,22,31.0,SYN-ACK,normal
2026-05-01 06:03:20,192.168.1.12,203.0.113.80,52564,53,UDP,1156,3742,77,91.54,ACK,normal
2026-05-01 06:03:24,198.51.100.20,192.168.1.10,55762,143,TCP,1743,4128,67,77.81,SYN-ACK,normal
2026-05-01 06:03:25,192.168.1.12,198.51.100.45,58498,587,TCP,2583,1417,24,116.78,ACK,normal
2026-05-01 06:03:29,192.168.1.10,192.168.1.101,55679,143,TCP,1867,3722,1,65.3,ACK,normal
2026-05-01 06:03:43,192.168.1.10,192.168.1.100,54014,443,TCP,866,4127,2,43.12,FIN,normal
2026-05-01 06:04:05,198.51.100.45,192.168.1.10,62078,3306,TCP,2765,4316,2,39.21,ACK,normal
2026-05-01 06:04:12,198.51.100.100,192.168.1.101,50113,53,UDP,1502,2735,32,84.47,FIN,normal
2026-05-01 06:04:16,198.51.100.100,192.168.1.14,56184,8080,TCP,2796,1444,25,15.24,FIN,normal
2026-05-01 06:04:35,192.168.1.11,198.51.100.45,60187,993,TCP,2639,3146,3,14.7,FIN,normal
2026-05-01 06:04:38,192.168.1.13,192.168.1.100,64524,8080,TCP,2031,3992,59,110.38,SYN-ACK,normal
2026-05-01 06:04:55,192.168.1.10,192.168.1.200,55882,443,TCP,2630,1067,47,18.85,FIN,normal
2026-05-01 06:05:29,192.168.1.12,198.51.100.20,56095,110,TCP,1957,4212,23,62.54,PSH-ACK,normal
2026-05-01 06:05:34,198.51.100.100,192.168.1.10,51009,25,TCP,855,212,56,103.65,FIN,normal
2026-05-01 06:05:37,192.168.1.11,198.51.100.100,58484,143,TCP,1100,3362,69,34.38,FIN,normal
2026-05-01 06:05:40,192.168.1.11,192.168.1.101,62593,3306,TCP,2014,3225,71,5.87,FIN,normal
2026-05-01 06:05:41,192.168.1.11,203.0.113.80,65176,25,TCP,1133,1970,6,22.89,SYN-ACK,normal
2026-05-01 06:05:49,192.168.1.13,198.51.100.45,52524,53,UDP,1673,832,2,68.98,ACK,normal
2026-05-01 06:05:54,203.0.113.80,192.168.1.11,51887,587,TCP,1973,354,72,68.38,ACK,normal
2026-05-01 06:06:04,203.0.113.5,192.168.1.14,51103,53,UDP,139,2321,66,42.51,SYN-ACK,normal
2026-05-01 06:06:07,192.168.1.12,203.0.113.5,64757,80,TCP,1950,3366,39,57.16,ACK,normal
2026-05-01 06:06:08,192.168.1.11,198.51.100.45,63758,3306,TCP,841,3100,57,53.26,SYN-ACK,normal
2026-05-01 06:06:13,192.168.1.10,192.168.1.100,59046,993,TCP,1026,1848,57,0.24,SYN-ACK,normal
2026-05-01 06:06:26,192.168.1.13,203.0.113.80,64264,25,TCP,1487,3299,27,86.38,ACK,normal
2026-05-01 06:06:26,203.0.113.80,192.168.1.13,58912,3306,TCP,219,1320,33,98.97,FIN,normal
2026-05-01 06:06:27,192.168.1.13,192.168.1.200,52237,3306,TCP,1702,906,80,114.28,SYN-ACK,normal
2026-05-01 06:06:30,198.51.100.45,192.168.1.101,56311,443,TCP,1168,4724,30,92.85,FIN,normal
2026-05-01 06:06:31,192.168.1.14,192.168.1.200,50619,25,TCP,646,1092,15,1.8,ACK,normal
2026-05-01 06:06:34,198.51.100.45,192.168.1.200,59306,8080,TCP,2744,3383,66,56.76,ACK,normal
2026-05-01 06:06:50,198.51.100.100,192.168.1.200,55554,993,TCP,1017,240,78,85.51,SYN-ACK,normal
2026-05-01 06:06:53,192.168.1.10,198.51.100.45,64832,53,TCP,1133,270,55,86.82,PSH-ACK,normal
2026-05-01 06:06:55,192.168.1.14,198.51.100.100,55167,53,TCP,2036,472,32,14.67,PSH-ACK,normal
2026-05-01 06:06:56,203.0.113.80,192.168.1.13,49572,993,TCP,1488,2075,32,32.09,ACK,normal
2026-05-01 06:07:28,192.168.1.13,192.168.1.200,56195,993,TCP,344,3510,33,60.72,FIN,normal
2026-05-01 06:07:49,192.168.1.12,192.168.1.200,58632,8080,TCP,1375,2497,74,32.09,SYN-ACK,normal
2026-05-01 06:07:50,192.168.1.13,192.168.1.101,62335,80,TCP,578,4901,30,8.9,FIN,normal
2026-05-01 06:07:59,192.168.1.13,203.0.113.80,58690,3306,TCP,2957,4091,29,62.75,SYN-ACK,normal
2026-05-01 06:08:47,192.168.1.11,192.168.1.200,63936,80,TCP,2104,1409,56,58.29,ACK,normal
2026-05-01 06:08:54,198.51.100.100,192.168.1.100,50252,587,TCP,1462,1474,21,27.47,FIN,normal
2026-05-01 06:09:05,192.168.1.12,198.51.100.100,60287,443,TCP,1551,3482,19,109.56,PSH-ACK,normal
2026-05-01 06:09:18,203.0.113.80,192.168.1.11,60031,3306,TCP,2609,4763,74,93.76,SYN-ACK,normal
2026-05-01 06:09:32,192.168.1.13,192.168.1.100,64932,110,TCP,2902,4319,52,2.9,FIN,normal
2026-05-01 06:09:50,192.168.1.13,198.51.100.45,56394,80,TCP,1195,1097,4,5.66,PSH-ACK,normal
2026-05-01 06:09:57,192.168.1.10,198.51.100.20,50015,80,TCP,1528,2212,74,30.32,SYN-ACK,normal
2026-05-01 06:10:46,192.168.1.14,198.51.100.100,65535,8080,TCP,1256,3902,7,75.71,PSH-ACK,normal
2026-05-01 06:11:16,203.0.113.80,192.168.1.14,53398,53,UDP,2162,129,38,11.52,FIN,normal
2026-05-01 06:11:41,192.168.1.10,203.0.113.5,64362,443,TCP,142,1260,22,21.35,PSH-ACK,normal
2026-05-01 06:11:44,192.168.1.10,192.168.1.101,64468,3306,TCP,2486,4492,30,77.45,PSH-ACK,normal
2026-05-01 06:12:14,198.51.100.100,192.168.1.200,49772,143,TCP,1529,3428,37,119.22,ACK,normal
2026-05-01 06:12:19,192.168.1.13,192.168.1.200,62319,8080,TCP,1258,3112,55,27.41,ACK,normal
2026-05-01 06:12:22,203.0.113.80,192.168.1.101,61026,587,TCP,131,4901,57,70.19,ACK,normal
2026-05-01 06:12:22,192.168.1.11,192.168.1.101,58669,443,TCP,748,2811,54,54.96,SYN-ACK,normal
2026-05-01 06:12:22,198.51.100.100,192.168.1.11,53193,8080,TCP,978,1906,53,58.35,PSH-ACK,normal
2026-05-01 06:12:35,198.51.100.20,192.168.1.14,56571,443,TCP,2505,3682,46,97.27,PSH-ACK,normal
2026-05-01 06:12:36,192.168.1.12,203.0.113.80,65470,3306,TCP,1410,844,29,26.76,FIN,normal
2026-05-01 06:12:41,198.51.100.20,192.168.1.12,60844,8080,TCP,167,387,42,103.71,PSH-ACK,normal
2026-05-01 06:12:47,192.168.1.11,192.168.1.100,61344,3306,TCP,2337,1971,31,32.67,FIN,normal
2026-05-01 06:13:08,192.168.1.14,192.168.1.101,59975,443,TCP,2319,3172,47,96.92,SYN-ACK,normal
2026-05-01 06:13:22,192.168.1.10,192.168.1.101,62308,110,TCP,2391,288,77,41.36,ACK,normal
2026-05-01 06:13:48,192.168.1.10,192.168.1.100,63809,143,TCP,1711,4778,33,33.1,SYN-ACK,normal
2026-05-01 06:14:12,192.168.1.13,198.51.100.100,57827,3306,TCP,2280,1419,31,39.96,PSH-ACK,normal
2026-05-01 06:14:15,203.0.113.5,192.168.1.101,60887,993,TCP,895,1975,24,108.44,SYN-ACK,normal
2026-05-01 06:14:15,192.168.1.11,192.168.1.100,60642,25,TCP,2602,4053,63,3.16,FIN,normal
2026-05-01 06:14:23,192.168.1.13,192.168.1.100,63370,80,TCP,388,4194,43,67.91,SYN-ACK,normal
2026-05-01 06:15:09,198.51.100.45,192.168.1.12,65019,110,TCP,1114,1957,48,116.49,SYN-ACK,normal
2026-05-01 06:15:30,192.168.1.11,192.168.1.101,55183,993,TCP,2475,1401,55,51.88,PSH-ACK,normal
2026-05-01 06:15:34,192.168.1.12,192.168.1.200,63524,8080,TCP,2905,208,21,56.5,ACK,normal
2026-05-01 06:16:05,192.168.1.14,198.51.100.45,53108,80,TCP,349,733,66,56.6,SYN-ACK,normal
2026-05-01 06:16:07,192.168.1.14,192.168.1.100,61279,110,TCP,2720,1046,74,21.64,ACK,normal
2026-05-01 06:16:12,192.168.1.13,198.51.100.20,50648,110,TCP,2521,1706,60,53.63,PSH-ACK,normal
2026-05-01 06:16:12,198.51.100.100,192.168.1.200,60773,993,TCP,712,4884,64,95.02,FIN,normal
2026-05-01 06:16:17,192.168.1.10,192.168.1.101,57487,143,TCP,1192,2181,47,31.41,PSH-ACK,normal
2026-05-01 06:16:24,192.168.1.12,192.168.1.200,58474,25,TCP,425,1480,37,1.16,ACK,normal
2026-05-01 06:16:47,192.168.1.12,192.168.1.101,55592,8080,TCP,2677,2438,47,5.55,PSH-ACK,normal
2026-05-01 06:16:53,198.51.100.45,192.168.1.200,51929,3306,TCP,2809,2536,18,37.59,ACK,normal
2026-05-01 06:17:09,192.168.1.11,192.168.1.200,61967,53,TCP,296,4639,11,31.72,FIN,normal
2026-05-01 06:17:11,192.168.1.10,192.168.1.101,65281,443,TCP,768,1264,50,89.82,ACK,normal
2026-05-01 06:17:18,203.0.113.80,192.168.1.100,50702,3306,TCP,902,147,17,22.2,ACK,normal
2026-05-01 06:17:26,198.51.100.45,192.168.1.10,55178,993,TCP,668,4957,28,11.39,PSH-ACK,normal
2026-05-01 06:17:44,192.168.1.14,198.51.100.45,50844,587,TCP,990,2821,12,74.26,PSH-ACK,normal
2026-05-01 06:17:54,198.51.100.20,192.168.1.11,63532,80,TCP,1013,4603,21,111.52,SYN-ACK,normal
2026-05-01 06:17:58,192.168.1.12,203.0.113.80,65123,443,TCP,117,2743,40,74.04,SYN-ACK,normal
2026-05-01 06:17:59,192.168.1.13,192.168.1.200,50163,80,TCP,2785,2378,29,58.87,ACK,normal
2026-05-01 06:18:29,192.168.1.13,192.168.1.101,63243,80,TCP,1130,4881,55,23.21,ACK,normal
2026-05-01 06:18:30,192.168.1.10,192.168.1.200,57845,25,TCP,204,464,71,58.68,PSH-ACK,normal
2026-05-01 06:18:30,198.51.100.100,192.168.1.101,60521,3306,TCP,737,4768,30,27.81,PSH-ACK,normal
2026-05-01 06:18:33,198.51.100.20,192.168.1.14,49481,25,TCP,1379,819,16,102.25,SYN-ACK,normal
2026-05-01 06:18:36,198.51.100.20,192.168.1.13,57169,25,TCP,76,1474,46,8.08,ACK,normal
2026-05-01 06:18:39,192.168.1.14,203.0.113.80,50572,53,TCP,521,4021,62,39.23,FIN,normal
2026-05-01 06:18:40,192.168.1.11,203.0.113.80,55512,110,TCP,939,3957,58,118.25,PSH-ACK,normal
2026-05-01 06:19:05,192.168.1.13,192.168.1.100,65174,80,TCP,1742,4653,51,64.58,SYN-ACK,normal
2026-05-01 06:19:31,192.168.1.12,192.168.1.100,59420,110,TCP,2612,2108,45,92.87,ACK,normal
2026-05-01 06:19:55,203.0.113.80,192.168.1.10,56626,587,TCP,934,2635,67,72.81,FIN,normal
2026-05-01 06:20:14,192.168.1.12,192.168.1.100,53655,110,TCP,817,300,39,115.79,SYN-ACK,normal
2026-05-01 06:20:15,192.168.1.10,192.168.1.100,60427,80,TCP,1495,938,60,93.19,PSH-ACK,normal
2026-05-01 06:20:19,192.168.1.12,198.51.100.100,50209,8080,TCP,156,3892,1,2.82,PSH-ACK,normal
2026-05-01 06:20:23,192.168.1.11,192.168.1.200,54822,25,TCP,2691,786,39,23.9,SYN-ACK,normal
2026-05-01 06:20:25,192.168.1.12,192.168.1.200,63737,80,TCP,955,4353,69,73.7,ACK,normal
2026-05-01 06:20:28,203.0.113.80,192.168.1.100,56965,25,TCP,1254,2630,33,118.94,PSH-ACK,normal
2026-05-01 06:20:30,192.168.1.12,192.168.1.200,57559,587,TCP,602,513,24,72.58,PSH-ACK,normal
2026-05-01 06:20:38,192.168.1.14,198.51.100.45,53305,80,TCP,1136,529,54,63.14,SYN-ACK,normal
2026-05-01 06:20:42,192.168.1.14,192.168.1.100,54033,3306,TCP,2156,4925,16,93.7,PSH-ACK,normal
2026-05-01 06:20:53,192.168.1.12,192.168.1.101,61083,993,TCP,1442,1725,6,92.59,SYN-ACK,normal
2026-05-01 06:21:19,192.168.1.12,198.51.100.45,60926,993,TCP,345,3016,43,16.41,FIN,normal
2026-05-01 06:21:22,192.168.1.10,203.0.113.5,51973,587,TCP,108,1022,31,54.63,FIN,normal
2026-05-01 06:21:31,192.168.1.12,198.51.100.100,55383,587,TCP,1928,1504,28,75.44,FIN,normal
2026-05-01 06:21:32,192.168.1.11,198.51.100.100,50370,587,TCP,1393,2196,15,35.61,ACK,normal
2026-05-01 06:22:05,192.168.1.13,192.168.1.100,55084,53,TCP,673,2509,58,51.39,PSH-ACK,normal
2026-05-01 06:22:54,192.168.1.11,192.168.1.100,57284,587,TCP,1640,1944,4,65.29,SYN-ACK,normal
2026-05-01 06:23:08,192.168.1.11,192.168.1.200,49618,587,TCP,2032,3211,9,41.09,FIN,normal
2026-05-01 06:23:10,198.51.100.45,192.168.1.12,60334,3306,TCP,2074,4144,3,10.38,ACK,normal
2026-05-01 06:23:39,192.168.1.11,192.168.1.200,49543,3306,TCP,184,770,23,74.42,PSH-ACK,normal
2026-05-01 06:24:02,192.168.1.13,198.51.100.45,65037,443,TCP,668,197,18,10.31,FIN,normal
2026-05-01 06:24:09,198.51.100.20,192.168.1.10,53867,443,TCP,859,2256,70,69.06,ACK,normal
2026-05-01 06:24:28,192.168.1.14,192.168.1.100,55557,993,TCP,1562,2503,14,110.43,FIN,normal
2026-05-01 06:25:20,192.168.1.12,203.0.113.5,57353,143,TCP,1638,1650,3,109.31,SYN-ACK,normal
2026-05-01 06:25:49,192.168.1.13,198.51.100.45,61740,25,TCP,2321,422,25,35.87,PSH-ACK,normal
2026-05-01 06:26:10,192.168.1.13,198.51.100.100,57411,993,TCP,1732,4276,80,113.68,PSH-ACK,normal
2026-05-01 06:26:11,192.168.1.10,192.168.1.200,54925,443,TCP,2099,728,11,113.11,PSH-ACK,normal
2026-05-01 06:26:15,203.0.113.80,192.168.1.13,58651,443,TCP,1088,515,76,29.45,PSH-ACK,normal
2026-05-01 06:26:19,203.0.113.80,192.168.1.10,61505,8080,TCP,865,821,15,56.62,ACK,normal
2026-05-01 06:26:22,203.0.113.80,192.168.1.10,54530,80,TCP,2330,2582,63,51.69,FIN,normal
2026-05-01 06:26:23,192.168.1.14,203.0.113.80,52794,25,TCP,1939,4197,78,100.55,ACK,normal
2026-05-01 06:26:24,198.51.100.20,192.168.1.14,56279,143,TCP,1531,3876,58,66.02,FIN,normal
2026-05-01 06:26:31,192.168.1.10,198.51.100.100,49280,53,UDP,2614,1042,76,32.86,ACK,normal
2026-05-01 06:26:32,198.51.100.100,192.168.1.11,64883,587,TCP,790,2967,60,38.51,FIN,normal
2026-05-01 06:26:47,203.0.113.5,192.168.1.13,61334,143,TCP,1647,1970,52,5.38,ACK,normal
2026-05-01 06:27:08,192.168.1.11,192.168.1.100,62535,8080,TCP,2276,2708,4,40.62,PSH-ACK,normal
2026-05-01 06:27:35,192.168.1.11,192.168.1.101,55278,587,TCP,2846,710,23,88.21,SYN-ACK,normal
2026-05-01 06:27:36,192.168.1.11,192.168.1.100,58244,587,TCP,214,2277,12,89.18,SYN-ACK,normal
2026-05-01 06:28:02,198.51.100.100,192.168.1.11,64685,143,TCP,1140,1577,41,79.89,SYN-ACK,normal
2026-05-01 06:28:05,192.168.1.11,192.168.1.200,52547,3306,TCP,453,387,64,16.3,FIN,normal
2026-05-01 06:28:22,192.168.1.11,198.51.100.20,61392,143,TCP,2355,2412,61,52.47,ACK,normal
2026-05-01 06:28:26,203.0.113.80,192.168.1.100,55886,3306,TCP,931,4507,13,70.52,FIN,normal
2026-05-01 06:28:32,192.168.1.14,192.168.1.100,56395,3306,TCP,865,4711,53,105.71,FIN,normal
2026-05-01 06:28:37,192.168.1.14,198.51.100.45,54646,587,TCP,1456,3287,74,20.63,ACK,normal
2026-05-01 06:28:38,192.168.1.10,203.0.113.5,62790,110,TCP,2116,3440,77,6.93,ACK,normal
2026-05-01 06:28:48,192.168.1.13,192.168.1.100,60264,587,TCP,2104,3616,14,64.83,SYN-ACK,normal
2026-05-01 06:28:51,192.168.1.12,198.51.100.100,61905,80,TCP,2885,2557,51,62.54,ACK,normal
2026-05-01 06:29:34,192.168.1.10,192.168.1.100,56590,993,TCP,370,2841,76,33.13,FIN,normal
2026-05-01 06:29:45,198.51.100.45,192.168.1.101,56055,143,TCP,636,443,56,62.3,FIN,normal
2026-05-01 06:29:50,192.168.1.14,198.51.100.100,53551,8080,TCP,1178,2816,60,73.22,SYN-ACK,normal
2026-05-01 06:29:57,192.168.1.14,192.168.1.200,60288,8080,TCP,816,2457,45,83.04,SYN-ACK,normal
2026-05-01 06:29:59,192.168.1.11,198.51.100.100,62145,993,TCP,2875,4352,32,24.52,PSH-ACK,normal
2026-05-01 06:30:02,198.51.100.100,192.168.1.12,62436,587,TCP,2432,732,77,34.95,ACK,normal
2026-05-01 06:30:12,198.51.100.20,192.168.1.101,54111,993,TCP,261,3454,64,15.01,FIN,normal
2026-05-01 06:30:14,203.0.113.80,192.168.1.14,59699,25,TCP,307,444,38,115.0,PSH-ACK,normal
2026-05-01 06:30:25,192.168.1.13,198.51.100.100,53621,3306,TCP,2200,3860,18,31.47,PSH-ACK,normal
2026-05-01 06:31:04,192.168.1.11,192.168.1.200,58952,80,TCP,2046,3309,21,118.93,PSH-ACK,normal
2026-05-01 06:31:07,192.168.1.13,203.0.113.5,58733,110,TCP,673,4407,64,34.45,PSH-ACK,normal
2026-05-01 06:31:12,192.168.1.14,192.168.1.100,51465,8080,TCP,1629,723,4,77.16,FIN,normal
2026-05-01 06:31:28,192.168.1.10,198.51.100.45,49552,110,TCP,2944,1707,52,4.0,ACK,normal
2026-05-01 06:31:48,192.168.1.14,192.168.1.200,55940,80,TCP,1338,228,76,17.31,PSH-ACK,normal
2026-05-01 06:31:49,192.168.1.11,203.0.113.80,57283,80,TCP,1410,3472,35,19.11,SYN-ACK,normal
2026-05-01 06:31:59,198.51.100.20,192.168.1.13,64321,143,TCP,980,1045,42,34.51,PSH-ACK,normal
2026-05-01 06:32:09,198.51.100.100,192.168.1.101,60066,53,TCP,1360,885,25,60.87,FIN,normal
2026-05-01 06:32:24,192.168.1.10,198.51.100.45,60243,587,TCP,264,1061,76,52.06,ACK,normal
2026-05-01 06:32:33,192.168.1.12,192.168.1.200,63956,587,TCP,2411,1650,3,91.94,ACK,normal
2026-05-01 06:32:35,192.168.1.12,198.51.100.100,56692,3306,TCP,2609,514,7,110.82,ACK,normal
2026-05-01 06:32:40,192.168.1.13,192.168.1.100,51005,587,TCP,492,3065,44,92.73,SYN-ACK,normal
2026-05-01 06:32:41,198.51.100.45,192.168.1.101,56763,80,TCP,1498,3432,61,99.51,SYN-ACK,normal
2026-05-01 06:32:47,203.0.113.80,192.168.1.12,61470,993,TCP,1066,2776,1,43.6,SYN-ACK,normal
2026-05-01 06:33:00,198.51.100.100,192.168.1.12,51518,53,TCP,2129,4596,46,94.34,ACK,normal
2026-05-01 06:33:01,192.168.1.13,192.168.1.200,54616,25,TCP,1909,227,16,50.24,PSH-ACK,normal
2026-05-01 06:33:04,192.168.1.10,198.51.100.20,63806,3306,TCP,71,4644,41,14.77,ACK,normal
2026-05-01 06:33:10,203.0.113.5,192.168.1.14,61422,993,TCP,604,3543,49,53.83,PSH-ACK,normal
2026-05-01 06:33:11,192.168.1.14,192.168.1.101,59747,143,TCP,1054,4984,73,49.63,SYN-ACK,normal
2026-05-01 06:33:16,192.168.1.10,203.0.113.80,58494,143,TCP,2221,2922,40,88.11,SYN-ACK,normal
2026-05-01 06:33:27,192.168.1.14,192.168.1.101,63756,587,TCP,2137,2084,67,23.84,SYN-ACK,normal
2026-05-01 06:33:37,198.51.100.20,192.168.1.200,52287,80,TCP,1489,3616,15,96.21,ACK,normal
2026-05-01 06:33:51,192.168.1.11,192.168.1.100,63316,8080,TCP,2801,2139,50,10.08,PSH-ACK,normal
2026-05-01 06:34:11,198.51.100.20,192.168.1.12,56459,25,TCP,653,2763,29,57.71,ACK,normal
2026-05-01 06:34:27,192.168.1.10,198.51.100.45,63267,587,TCP,538,4278,36,40.48,ACK,normal
2026-05-01 06:34:41,192.168.1.11,198.51.100.45,62346,993,TCP,1463,4455,62,71.08,FIN,normal
2026-05-01 06:34:52,198.51.100.20,192.168.1.200,62067,443,TCP,451,2492,32,6.37,SYN-ACK,normal
2026-05-01 06:34:53,192.168.1.12,192.168.1.101,54564,3306,TCP,1418,3599,74,57.21,ACK,normal
2026-05-01 06:35:15,198.51.100.100,192.168.1.100,64656,8080,TCP,1229,3757,25,25.83,SYN-ACK,normal
2026-05-01 06:35:21,192.168.1.10,198.51.100.100,53339,53,TCP,746,1090,66,65.72,PSH-ACK,normal
2026-05-01 06:35:24,192.168.1.14,203.0.113.5,63210,993,TCP,805,3222,35,61.25,FIN,normal
2026-05-01 06:35:31,192.168.1.13,198.51.100.45,59775,993,TCP,2699,4549,7,45.04,PSH-ACK,normal
2026-05-01 06:36:05,198.51.100.45,192.168.1.11,61892,53,UDP,534,338,31,56.13,SYN-ACK,normal
2026-05-01 06:36:28,198.51.100.100,192.168.1.200,65264,110,TCP,2447,3670,12,56.41,PSH-ACK,normal
2026-05-01 06:36:29,203.0.113.80,192.168.1.100,58114,443,TCP,1786,4052,77,106.95,PSH-ACK,normal
2026-05-01 06:36:40,192.168.1.11,198.51.100.20,50444,110,TCP,463,314,17,64.81,SYN-ACK,normal
2026-05-01 06:36:52,198.51.100.20,192.168.1.100,60286,443,TCP,2703,4812,59,63.33,PSH-ACK,normal
2026-05-01 06:36:54,192.168.1.14,198.51.100.100,53894,143,TCP,1005,1121,6,19.03,SYN-ACK,normal
2026-05-01 06:36:57,192.168.1.11,192.168.1.101,54342,587,TCP,1921,330,70,71.34,PSH-ACK,normal
2026-05-01 06:37:42,198.51.100.45,192.168.1.11,49335,25,TCP,1622,1688,14,96.48,FIN,normal
2026-05-01 06:37:54,198.51.100.20,192.168.1.101,63225,80,TCP,931,2801,37,2.64,ACK,normal
2026-05-01 06:38:14,192.168.1.13,198.51.100.100,51640,25,TCP,570,822,34,29.27,SYN-ACK,normal
2026-05-01 06:38:22,192.168.1.11,192.168.1.100,52229,53,TCP,138,4812,33,82.65,SYN-ACK,normal
2026-05-01 06:38:23,192.168.1.13,192.168.1.200,57246,993,TCP,1461,2907,63,50.77,FIN,normal
2026-05-01 06:38:41,192.168.1.10,192.168.1.101,54938,143,TCP,1482,1877,75,29.61,ACK,normal
2026-05-01 06:38:47,192.168.1.13,192.168.1.200,54110,25,TCP,412,744,49,114.27,SYN-ACK,normal
2026-05-01 06:39:00,192.168.1.11,192.168.1.100,56758,8080,TCP,1006,2859,4,68.43,PSH-ACK,normal
2026-05-01 06:39:01,192.168.1.10,192.168.1.200,58857,80,TCP,1645,150,54,70.94,SYN-ACK,normal
2026-05-01 06:39:02,203.0.113.80,192.168.1.200,63716,110,TCP,1993,2714,10,32.82,SYN-ACK,normal
2026-05-01 06:39:07,192.168.1.10,192.168.1.100,56730,3306,TCP,1970,1890,67,38.65,ACK,normal
2026-05-01 06:39:17,198.51.100.20,192.168.1.14,55207,53,UDP,893,3045,68,104.97,PSH-ACK,normal
2026-05-01 06:39:37,198.51.100.20,192.168.1.10,49747,443,TCP,2599,2948,32,11.73,PSH-ACK,normal
2026-05-01 06:39:42,192.168.1.13,192.168.1.101,59328,3306,TCP,1994,4994,67,13.68,ACK,normal
2026-05-01 06:39:57,198.51.100.20,192.168.1.14,60125,80,TCP,2169,4375,41,71.23,SYN-ACK,normal
2026-05-01 06:40:09,198.51.100.20,192.168.1.101,52789,993,TCP,2785,2917,7,62.83,PSH-ACK,normal
2026-05-01 06:40:24,198.51.100.45,192.168.1.100,60301,443,TCP,1063,1791,47,70.44,PSH-ACK,normal
2026-05-01 06:40:32,203.0.113.5,192.168.1.11,54657,8080,TCP,1494,3423,39,53.67,PSH-ACK,normal
2026-05-01 06:40:38,198.51.100.20,192.168.1.12,56340,25,TCP,1179,3502,45,42.72,PSH-ACK,normal
2026-05-01 06:40:56,192.168.1.13,192.168.1.100,50189,8080,TCP,2116,3141,38,12.27,ACK,normal
2026-05-01 06:41:10,198.51.100.45,192.168.1.12,64204,993,TCP,1220,966,69,30.58,SYN-ACK,normal
2026-05-01 06:41:23,192.168.1.11,198.51.100.45,50016,110,TCP,63,2835,73,107.82,ACK,normal
2026-05-01 06:41:37,203.0.113.5,192.168.1.13,58165,110,TCP,1253,2643,58,34.4,SYN-ACK,normal
2026-05-01 06:41:37,192.168.1.14,198.51.100.20,62188,993,TCP,2313,4333,45,88.2,SYN-ACK,normal
2026-05-01 06:42:07,198.51.100.100,192.168.1.13,63194,110,TCP,270,857,44,115.6,FIN,normal
2026-05-01 06:42:25,192.168.1.14,192.168.1.101,65176,143,TCP,1737,2939,5,98.79,FIN,normal
2026-05-01 06:42:29,192.168.1.13,192.168.1.100,49476,993,TCP,77,3072,10,42.95,SYN-ACK,normal
2026-05-01 06:43:01,192.168.1.11,198.51.100.100,63572,443,TCP,646,1378,56,11.87,FIN,normal
2026-05-01 06:43:45,192.168.1.14,192.168.1.100,50115,80,TCP,904,317,76,12.82,PSH-ACK,normal
2026-05-01 06:43:50,198.51.100.100,192.168.1.200,49169,143,TCP,296,4008,18,2.19,ACK,normal
